"property_type","state_name","surface_covered_in_m2","rooms","price"
"1","16",45,1,195000
"2","19",160,1,250000
"1","16",67,2,899500
"1","16",90,2,300000
"2","15",88,1,195000
"1","13",150,3,3650000
"1","16",189,1,1290000
"2","16",100,2,390000
"1","16",72,1,490000
"2","16",80,1,350000
"1","16",125,2,795000
"1","16",53,2,260000
"1","5",144,1,1000000
"1","13",320,2,5790000
"1","16",60,1,339000
"4","16",42,2,300000
"2","16",185,2,830000
"2","16",219,1,900000
"2","15",140,2,550000
"1","16",92,2,510000
"1","16",59,1,155000
"1","16",45,1,201000
"1","16",45,1,210700
"2","11",103,1,349000
"1","16",100,1,480000
"1","16",103,1,1150000
"1","16",47,2,219900
"2","2",468,3,5800000
"1","16",71,2,290000
"1","16",169,2,1700000
"1","16",36,1,500000
"1","16",70,7,520000
"2","16",65,1,269000
"2","16",150,1,550000
"1","16",94,1,850000
"1","16",277,4,2700000
"1","16",103,1,590000
"1","16",63,1,255000
"2","16",140,2,550000
"2","16",213,2,950000
"1","15",61,1,404000
"1","16",64,2,340000
"2","16",171,2,583000
"2","16",84,2,350000
"1","16",56,1,225000
"2","3",90,1,155000
"1","11",100,1,1200000
"2","16",109,1,380000
"2","16",85,3,160000
"2","16",175,3,350000
"1","8",82,1,398000
"2","16",65,1,225000
"1","16",200,2,850000
"1","8",156,9,980000
"2","16",253,1,270000
"1","16",81,2,594000
"1","5",150,4,750000
"1","16",87,1,530000
"1","5",62,2,330000
"1","16",83,1,395000
"1","16",50,1,215250
"1","2",77,1,365000
"2","16",390,5,1200000
"2","16",150,1,380000
"1","16",55,1,305000
"2","8",57,1,120000
"1","8",43,1,138000
"1","16",52,1,238000
"2","16",120,2,530000
"2","11",150,1,599000
"1","16",106,1,300000
"1","16",122,1,670000
"1","16",313,2,2950000
"2","16",117,1,600000
"1","16",164,3,1250000
"2","16",250,2,400000
"1","16",95,2,828000
"1","16",52,1,266000
"4","16",40,1,368000
"1","2",72,1,435000
"1","13",71,5,690000
"1","13",201,11,1500000
"1","16",420,2,8524185
"1","16",120,1,850000
"1","16",45,1,600000
"1","16",44,1,538450
"1","2",140,2,780000
"2","3",1008,5,850000
"2","3",159,1,280000
"2","11",314,3,1780000
"1","16",46,1,230000
"1","16",38,1,169900
"1","16",48,2,255000
"1","14",53,2,360000
"1","16",80,2,680000
"1","13",52,1,260000
"1","16",68,2,279000
"1","16",70,2,798000
"2","16",170,2,380000
"1","16",48,1,165000
"1","16",64,2,173000
"1","16",98,2,580000
"1","10",79,10,318000
"2","16",550,2,2200000
"1","16",117,1,600000
"4","16",38,1,235000
"2","16",128,1,350000
"1","16",78,1,720000
"1","16",63,1,313000
"1","16",60,2,340000
"1","16",57,1,730000
"1","16",63,1,570000
"2","16",71,1,334500
"2","16",60,1,490000
"1","16",48,1,329000
"1","16",136,2,1350000
"1","10",55,1,155000
"2","16",497,2,1970000
"1","17",59,7,183000
"1","16",48,1,129200
"2","16",60,1,170000
"2","16",180,2,1000000
"1","9",57,1,185673
"2","2",99,1,300000
"2","16",65,1,350000
"1","16",90,1,450000
"2","16",80,2,135000
"1","16",50,1,320000
"1","8",68,1,640000
"2","5",60,2,165000
"1","8",67,1,425073
"1","16",58,1,520000
"2","16",350,5,2105000
"1","16",65,1,392200
"2","13",224,1,1450000
"1","13",200,1,1260000
"1","16",105,3,290000
"1","16",85,1,430000
"3","16",125,3,650000
"1","16",105,1,590000
"1","16",93,3,350000
"1","16",93,2,371600
"1","16",35,1,110000
"1","16",85,2,250000
"1","16",45,1,201000
"1","15",78,2,360000
"2","8",218,2,850000
"1","16",50,1,435000
"1","16",98,2,700000
"1","16",390,3,5900000
"2","16",142,2,300000
"2","16",140,1,290000
"2","16",287,1,550000
"1","16",81,2,528500
"1","16",270,1,1400000
"1","16",160,2,437940
"1","14",79,1,340000
"1","12",49,1,290000
"4","16",51,1,250000
"1","10",70,8,210000
"3","18",310,4,400000
"1","16",46,1,207000
"1","9",102,2,470000
"1","16",52,6,165000
"1","16",52,2,225000
"2","16",70,2,140000
"1","16",72,1,330000
"1","16",70,2,345000
"1","15",81,1,511425
"1","16",160,1,1170000
"1","2",107,1,499000
"2","8",452,16,1700000
"2","16",141,1,425000
"1","16",98,2,260000
"2","16",90,2,298000
"1","16",120,1,650000
"2","16",350,3,1300000
"1","4",57,1,220000
"1","16",128,1,960000
"2","16",270,1,1200000
"1","23",119,1,234899
"2","16",117,2,600000
"2","16",110,2,499000
"1","2",109,3,520000
"1","16",59,2,420000
"2","16",35,1,85000
"1","16",142,3,638000
"1","16",150,2,600000
"2","8",171,2,1000000
"1","8",56,1,280000
"2","8",250,1,900000
"1","8",66,1,308790
"1","13",60,1,314000
"1","16",90,2,600000
"1","16",222,4,1700000
"1","13",60,2,370000
"1","16",117,1,470000
"2","13",100,1,295000
"1","16",87,2,445000
"2","16",175,1,405000
"1","16",101,1,700000
"1","3",120,2,1050000
"2","16",370,2,1600000
"4","16",45,1,216000
"1","16",30,1,200000
"1","16",395,21,6600000
"1","16",70,2,630000
"1","16",63,1,447000
"1","13",90,1,389000
"1","13",58,5,460000
"1","16",65,1,289000
"2","16",198,3,1400000
"2","13",145,1,370000
"1","16",82,2,380000
"2","16",280,4,715000
"1","16",70,2,798000
"1","10",46,1,300000
"1","13",270,2,2300000
"2","16",323,3,1100000
"1","16",81,1,420000
"1","16",52,1,160000
"1","16",80,6,300000
"1","16",87,1,660000
"1","16",157,2,1750000
"1","16",63,1,540000
"1","16",81,1,680000
"1","16",131,1,1250000
"1","16",80,1,775000
"1","16",100,2,890000
"1","16",40,1,565000
"1","16",65,2,745000
"4","8",26,1,345789
"2","16",140,3,450000
"1","14",99,1,766000
"2","16",350,2,1580000
"2","16",170,2,450000
"2","16",103,2,570000
"1","8",70,1,250000
"1","8",84,2,260000
"2","16",342,5,1050000
"2","16",65,2,200000
"2","16",242,2,900000
"4","16",45,1,292500
"2","16",240,2,550000
"2","16",140,3,350000
"1","8",257,1,2884626
"1","16",157,1,1600000
"1","16",60,2,320000
"3","16",235,2,530000
"1","16",139,2,1390000
"1","16",58,2,970000
"2","16",150,1,650000
"2","16",290,1,550000
"2","16",700,3,2500000
"1","16",50,1,265000
"1","14",74,1,365000
"1","11",65,2,469680
"1","16",28,1,130000
"3","16",252,4,1484000
"1","16",83,1,460000
"1","16",50,1,220000
"1","16",55,2,290000
"2","16",90,1,265000
"2","8",135,1,270000
"2","16",98,2,320000
"1","8",95,1,350000
"1","8",60,1,280000
"1","16",36,1,135000
"1","16",85,2,650000
"3","16",130,3,530000
"1","16",50,2,195000
"1","16",80,2,330000
"2","16",400,3,1725000
"2","16",435,3,1500000
"1","16",67,2,395000
"1","16",95,2,1080000
"1","16",101,2,450000
"1","16",130,1,750000
"1","16",50,1,205000
"2","16",134,1,340000
"1","15",128,2,1440000
"1","16",210,1,2400000
"2","16",300,2,2200000
"1","16",62,2,265000
"1","16",60,1,334000
"1","16",75,2,350000
"1","16",50,2,350000
"1","16",152,3,1100000
"1","4",157,3,699000
"2","16",136,1,249900
"1","9",71,1,195500
"1","16",80,2,510000
"2","16",300,2,980000
"1","16",141,2,1590000
"1","16",39,1,160000
"1","4",60,1,210000
"2","16",328,3,1200000
"2","16",200,1,515000
"1","16",52,2,200000
"2","16",65,2,159900
"2","16",75,3,150000
"1","16",316,3,7500000
"1","16",48,1,150000
"2","18",150,2,260000
"1","16",168,2,820000
"2","16",280,1,700000
"2","16",79,1,234000
"1","14",23,1,139000
"1","16",105,2,900000
"1","16",120,3,1700000
"2","16",185,1,490000
"2","16",72,1,330000
"1","16",419,3,5500000
"1","8",81,1,439000
"2","8",177,1,225000
"1","16",186,2,900000
"2","15",104,1,310000
"2","16",360,1,900000
"1","13",87,1,540100
"1","16",145,2,1290000
"4","16",32,1,616500
"1","16",77,2,495000
"1","16",150,1,1600000
"1","8",170,1,1800000
"2","16",180,2,270000
"1","16",47,1,195000
"1","13",156,12,1700000
"1","16",109,2,900000
"1","16",180,2,1200000
"1","16",74,2,620000
"2","10",75,1,170000
"1","3",63,1,190000
"1","16",47,2,320000
"1","8",139,1,560000
"2","16",344,3,1200000
"2","16",300,3,1400000
"1","16",100,1,988000
"1","16",95,3,522500
"1","16",50,1,150000
"1","13",69,2,295000
"2","16",170,1,709000
"2","16",110,1,450000
"1","16",60,1,198000
"2","17",320,22,650000
"2","16",600,4,3500000
"2","16",70,1,260000
"2","16",380,2,2650000
"1","11",35,1,190000
"1","16",85,1,280000
"1","16",47,1,230000
"1","16",60,1,450000
"2","16",227,2,590000
"1","16",55,1,369800
"1","16",102,2,790000
"2","16",96,1,520000
"4","16",27,2,120000
"1","16",290,3,2200000
"2","16",180,2,550000
"2","16",240,2,650000
"1","16",150,3,585000
"2","8",80,3,198000
"2","16",140,1,850000
"1","16",54,1,320000
"1","13",66,1,240000
"2","16",263,2,830000
"1","16",69,1,490000
"2","16",118,2,330000
"2","12",100,1,240000
"2","16",165,2,630000
"2","16",350,2,2000000
"2","16",72,1,255000
"2","8",160,2,440000
"2","16",90,2,250000
"1","2",88,2,430000
"1","8",150,2,700000
"2","16",335,3,880000
"1","16",119,1,1300000
"1","14",37,1,150000
"1","13",75,1,990000
"1","13",136,1,1890000
"1","16",67,2,415000
"2","8",710,1,4750000
"1","16",39,1,515000
"2","16",150,2,610000
"1","16",64,1,420000
"2","14",80,1,181000
"1","8",80,1,650000
"1","16",49,1,300000
"1","16",240,4,600000
"2","16",67,1,240000
"1","15",51,1,290000
"1","11",72,1,339000
"1","16",52,1,150000
"2","16",120,1,290000
"1","16",58,1,350430
"1","16",120,1,530000
"1","2",85,1,285000
"2","3",190,1,450000
"1","16",62,1,305400
"1","16",53,1,385000
"1","16",67,1,245000
"2","16",177,1,425000
"1","16",85,1,344500
"2","8",115,1,545000
"3","16",175,3,480000
"1","16",80,1,340000
"1","3",85,2,488396
"2","16",110,1,210000
"1","16",65,1,470000
"2","16",55,2,145000
"1","16",58,1,270000
"2","16",80,2,318000
"1","3",58,1,255011
"2","16",400,3,1300000
"2","16",306,2,800000
"1","16",109,2,650000
"2","16",223,2,580000
"1","16",185,2,1200000
"1","16",55,2,169000
"2","16",70,2,190000
"2","16",220,1,900000
"1","16",58,1,280000
"1","16",68,2,400000
"2","16",340,3,525000
"1","16",105,2,800000
"1","16",168,3,1400001
"2","16",500,4,2200000
"2","16",276,3,1200000
"1","16",112,1,1950000
"1","16",67,1,690000
"1","16",230,1,3800000
"1","8",79,1,334000
"1","8",67,1,554360
"1","12",64,3,275000
"2","14",145,1,570000
"1","14",72,3,550000
"2","13",742,8,5500000
"1","16",73,1,390000
"2","16",250,3,500000
"2","16",70,1,240000
"2","16",243,1,700000
"1","16",69,1,295000
"1","16",63,1,350000
"2","16",134,2,580000
"1","16",47,1,275000
"1","5",66,1,190000
"1","5",64,2,210000
"1","5",170,4,790000
"2","5",300,2,750000
"1","13",86,3,780100
"1","13",175,1,3600000
"1","13",116,3,1280000
"1","13",97,2,1090100
"2","13",250,3,349000
"1","15",71,2,370000
"2","15",270,5,600000
"1","16",135,2,1400000
"1","16",120,2,1600000
"2","16",355,1,3200000
"1","16",90,2,580000
"2","16",144,1,450000
"1","16",65,1,280000
"1","16",93,1,534600
"1","16",64,1,390000
"4","16",26,1,220000
"1","16",92,1,415000
"1","16",96,2,513000
"1","16",55,1,265000
"1","16",72,3,250000
"1","16",69,1,295000
"1","16",74,1,300000
"1","16",100,2,680000
"1","16",100,2,700000
"1","16",75,1,340000
"1","16",86,3,430000
"2","13",100,1,330000
"1","15",54,2,190000
"2","16",255,3,920000
"2","16",342,1,1380000
"2","16",220,3,430000
"1","8",70,1,140000
"1","11",70,2,599000
"1","11",34,1,237690
"1","15",127,1,910000
"1","16",71,2,240000
"1","16",81,3,395000
"1","16",110,2,405000
"2","16",300,4,1230000
"1","16",108,1,960000
"2","16",220,2,1550000
"2","16",77,1,590000
"2","20",170,1,190000
"4","15",468,4,3500000
"1","16",69,1,660000
"1","16",87,1,795000
"1","16",33,1,230000
"2","16",140,1,650000
"1","16",47,1,220000
"2","16",79,1,163316
"1","16",80,1,745000
"1","16",80,1,745000
"2","16",150,1,590000
"2","16",105,1,450000
"2","16",117,1,380000
"1","16",114,2,600000
"2","16",90,1,260000
"1","5",70,3,280000
"1","16",62,1,330000
"1","16",75,1,320000
"2","16",240,4,960000
"1","13",198,1,1250000
"2","16",63,1,260000
"1","14",38,1,85500
"1","15",70,1,480000
"2","16",100,1,690000
"2","16",174,1,330000
"1","16",160,1,895000
"1","16",82,3,500000
"1","16",78,3,410000
"1","3",90,2,675007
"1","16",44,2,227000
"1","16",49,2,380000
"1","16",245,4,2900000
"1","16",62,1,490000
"3","16",220,5,450000
"1","16",70,2,904000
"1","16",112,1,489000
"2","16",80,1,270000
"2","16",110,1,390000
"1","16",50,1,240000
"2","16",190,1,640000
"1","16",50,1,334000
"3","16",250,3,160000
"1","3",52,1,510000
"2","8",224,2,350000
"1","8",50,1,215000
"1","8",562,2,365000
"1","8",60,1,280000
"2","8",575,4,2500000
"1","8",96,9,695000
"1","8",62,7,530000
"2","13",221,2,650000
"1","16",47,2,240000
"1","16",80,3,350000
"1","16",32,1,261000
"2","16",268,5,2350000
"1","16",228,13,2200000
"2","16",220,2,750000
"2","16",370,4,2350000
"1","16",50,1,195000
"2","16",340,3,1100000
"1","10",96,9,270528
"2","12",200,1,290000
"2","16",1,1,187000
"1","16",180,2,480000
"2","16",211,2,820000
"2","16",70,3,160000
"2","16",350,2,1200000
"2","16",112,2,450000
"1","16",97,2,270000
"2","16",263,2,980000
"2","16",180,1,490000
"1","7",72,2,420000
"1","8",44,1,225000
"1","16",70,2,925000
"1","16",59,1,399800
"1","16",90,2,640000
"1","8",90,2,500000
"3","16",352,3,650000
"1","16",126,3,550000
"1","16",48,2,345000
"1","16",144,1,550000
"1","16",63,3,319000
"1","16",385,4,6500000
"3","16",60,2,220000
"1","16",75,2,330000
"1","16",108,1,371000
"1","16",60,1,245000
"1","16",70,1,270000
"1","16",40,1,115000
"1","16",48,1,149000
"2","16",126,1,380000
"1","16",173,1,880000
"1","16",50,1,265000
"1","16",44,1,210000
"2","16",136,1,540000
"4","16",38,1,320000
"2","20",250,3,1300000
"2","16",215,2,750000
"1","16",68,3,289000
"2","16",150,3,260000
"2","16",125,3,260000
"2","16",300,3,680000
"1","16",55,2,190000
"1","16",50,1,223000
"1","16",40,1,207000
"1","16",38,2,201000
"1","16",50,1,289000
"1","16",51,2,272000
"1","16",60,2,288000
"1","16",83,1,465000
"2","16",137,2,350000
"1","16",46,2,218000
"1","16",59,2,265000
"1","16",62,1,148000
"1","16",87,2,480000
"1","15",64,2,242671
"1","16",59,1,340000
"1","16",47,1,191000
"2","16",170,1,300000
"1","16",116,1,340000
"1","5",103,2,420000
"1","16",47,1,334000
"1","16",51,1,215000
"1","16",35,1,450000
"1","16",113,1,750000
"1","16",120,12,969000
"1","16",65,3,465000
"1","16",45,1,450000
"2","13",110,1,230000
"1","16",100,1,530000
"1","16",72,2,240000
"1","16",78,2,390000
"1","16",135,3,635000
"1","16",85,3,280000
"1","16",79,3,270000
"1","16",96,3,380000
"1","16",110,3,550000
"1","16",70,2,430000
"1","16",126,3,750000
"1","16",400,1,1980000
"1","16",100,1,400000
"2","16",120,2,380000
"2","16",200,1,900000
"2","16",180,1,635000
"1","16",324,4,1950000
"1","16",51,1,350000
"1","16",420,3,1800000
"2","16",135,2,340000
"2","16",267,2,940000
"4","3",21,1,75000
"2","16",130,2,450000
"1","16",64,2,200000
"1","16",56,1,245000
"1","16",95,4,930000
"1","16",95,1,950000
"1","16",62,7,405000
"2","14",309,1,370000
"1","14",145,2,1380000
"2","16",53,1,249000
"1","16",171,1,1150000
"2","16",250,1,1100000
"2","16",242,3,1290000
"1","16",154,1,850000
"2","16",140,9,700000
"2","16",105,1,550000
"1","16",57,2,640000
"1","8",271,1,1579439
"2","16",120,1,250000
"1","16",47,1,175000
"1","16",100,2,470000
"2","16",270,3,870000
"1","11",299,3,2690000
"2","16",170,2,780000
"2","16",120,2,575000
"2","16",570,4,3200000
"2","16",340,5,950000
"2","16",473,4,1900000
"2","16",100,1,160000
"3","16",150,2,430000
"2","16",324,3,910000
"1","16",102,2,380000
"1","16",85,2,295000
"1","16",48,1,255000
"1","8",69,1,343656
"2","16",228,1,372000
"2","15",280,4,750660
"2","16",80,1,200000
"1","10",79,2,185000
"2","16",1200,1,7000000
"1","16",55,2,338000
"2","16",107,2,550000
"2","16",997,6,6500000
"2","16",308,1,397000
"2","16",230,4,1170000
"1","16",67,1,310000
"1","11",51,2,215000
"1","2",69,1,300000
"1","16",83,1,615000
"1","16",222,2,3000000
"1","16",45,1,330000
"2","16",233,2,850000
"2","16",298,2,400000
"1","16",132,2,1250000
"1","16",74,2,660000
"1","10",82,1,468962
"1","16",524,2,2100000
"2","16",52,1,175000
"1","16",119,3,843000
"1","16",58,2,175960
"2","16",258,4,1450000
"2","10",91,2,263000
"2","16",254,3,1150000
"1","16",47,1,250000
"1","8",56,1,249000
"2","16",90,1,335000
"1","16",46,1,430000
"1","16",125,1,830000
"1","13",200,2,2100000
"1","16",138,1,800000
"1","8",290,2,1350000
"1","16",60,1,430000
"1","14",91,1,892995
"1","16",180,4,1300000
"2","10",120,1,680000
"1","16",115,2,695000
"1","16",68,1,188000
"1","16",156,2,900000
"1","16",70,1,447000
"2","13",200,1,1050000
"1","13",193,2,897500
"1","16",58,1,230000
"2","3",140,12,380000
"1","16",88,3,390000
"1","16",100,2,449000
"1","8",60,1,240000
"1","8",95,1,470000
"2","16",158,16,669000
"1","16",56,2,321000
"1","16",93,2,745000
"2","16",280,3,820000
"2","16",170,1,650000
"1","16",58,1,350000
"2","16",180,1,600000
"2","13",125,1,1100000
"1","8",85,1,420000
"2","16",95,1,410000
"1","12",104,1,632500
"2","2",291,2,1100000
"1","11",81,3,360000
"1","16",90,2,420000
"2","16",153,1,350000
"2","16",247,1,1000000
"1","16",106,1,682500
"1","16",93,1,590000
"1","16",63,3,349000
"1","16",45,1,275000
"1","8",155,1,1840527
"2","16",67,2,225000
"2","16",60,1,250000
"2","16",200,1,450000
"1","16",151,1,1100000
"2","16",287,2,380000
"2","16",65,1,203000
"2","16",180,3,600000
"2","16",294,4,1495000
"2","16",115,2,285000
"2","16",168,2,190000
"2","16",88,2,371000
"2","16",57,1,150000
"2","16",85,1,490000
"1","16",110,1,670000
"1","16",53,1,170000
"2","16",50,2,145000
"2","16",180,2,665000
"1","16",70,3,426000
"1","16",94,1,839000
"2","8",110,1,375000
"2","16",140,4,380000
"1","16",61,1,257100
"1","16",89,1,300000
"1","16",61,1,260000
"1","16",88,2,450000
"2","16",100,1,220000
"1","16",70,1,430000
"1","16",82,1,420000
"1","8",72,7,163500
"1","16",94,3,395000
"2","8",200,1,310000
"1","12",75,3,450000
"2","16",825,3,6400000
"1","16",54,2,352000
"1","16",175,2,710000
"2","16",600,4,1400000
"1","16",221,1,2660600
"2","2",250,3,930000
"1","8",63,1,255000
"1","16",76,1,235000
"1","16",61,8,375000
"2","16",150,1,450000
"1","16",0,7,390000
"2","16",84,1,340000
"1","16",82,9,380000
"1","16",100,2,580000
"1","16",306,4,3400000
"1","2",77,2,370000
"1","2",150,2,1150000
"2","6",105,3,169900
"2","16",131,2,450000
"4","11",49,1,248082
"2","16",360,3,960000
"2","16",230,2,250000
"1","16",180,2,800000
"2","16",750,1,7000000
"1","2",62,2,250000
"1","16",95,1,290000
"4","16",29,1,235000
"2","16",153,1,550000
"1","10",62,2,180000
"2","16",250,1,510000
"1","16",64,1,195000
"2","16",78,1,250000
"2","16",165,1,590000
"1","16",158,3,1450000
"1","16",59,1,330000
"2","16",400,3,2900000
"1","16",98,2,850000
"4","16",175,2,1100000
"1","16",60,2,400000
"2","16",300,1,925000
"1","15",35,1,132000
"2","16",170,1,700000
"1","5",100,1,440000
"1","14",67,1,180000
"2","16",350,2,1200000
"1","3",68,2,238000
"4","16",41,1,180000
"2","10",400,2,1890000
"1","16",75,1,415000
"1","16",57,1,185000
"2","16",165,3,640000
"1","16",50,1,720000
"1","16",53,2,280000
"1","14",388,5,2300000
"1","16",129,1,620000
"2","16",271,2,600000
"1","16",90,2,460000
"2","16",827,3,1500000
"1","11",74,1,550000
"1","16",92,2,290000
"2","16",182,1,580000
"1","8",57,1,339000
"1","16",133,1,780000
"1","15",50,1,367601
"2","16",115,1,370000
"1","16",100,2,798000
"2","16",86,2,399000
"1","16",68,3,375000
"1","15",63,2,414070
"2","11",63,1,229000
"1","6",97,3,330000
"2","16",176,2,450000
"2","11",30,1,190000
"2","16",298,3,1500000
"2","13",56,1,190000
"1","16",81,2,280000
"2","16",208,2,425000
"2","16",49,1,171000
"2","16",160,2,349900
"2","16",130,1,510000
"2","16",200,2,420000
"2","16",285,3,700000
"1","16",119,2,698100
"2","16",248,2,1200000
"1","16",100,2,1100000
"2","16",300,5,1000000
"1","16",89,1,1150000
"2","16",80,2,742000
"1","16",65,1,410000
"1","16",49,2,245000
"1","16",40,2,210000
"1","16",49,2,290000
"1","16",56,1,319900
"1","16",62,1,390000
"1","16",92,1,860000
"1","16",52,2,350000
"2","16",160,2,1050000
"1","16",94,1,480000
"2","16",180,2,710000
"1","16",187,3,1100000
"1","16",156,2,950000
"3","16",110,3,670000
"1","16",93,1,390000
"1","16",45,1,255000
"2","16",86,1,450000
"2","16",130,2,399990
"1","11",54,1,135000
"1","11",101,1,500000
"1","11",53,1,241400
"2","11",80,1,230000
"1","13",110,1,735000
"2","16",248,3,750000
"1","16",60,2,260000
"2","16",217,5,600000
"4","16",34,1,240000
"1","16",64,1,256000
"2","16",470,3,2120000
"2","16",360,5,1500000
"2","16",360,4,1170000
"4","16",36,1,430000
"1","16",65,1,460000
"1","16",90,1,600000
"1","16",62,1,510000
"2","16",119,1,750000
"1","16",100,1,880000
"1","16",57,2,349500
"1","16",82,2,695000
"1","16",45,2,257000
"1","16",90,2,900000
"1","16",44,2,491932
"2","16",250,5,2400000
"1","16",79,1,820000
"1","16",82,1,780000
"1","16",50,1,180000
"2","16",204,2,520000
"2","16",300,2,750000
"1","16",48,1,290000
"2","16",500,3,1500000
"2","16",273,2,1500000
"1","2",40,1,205000
"1","5",300,4,1100000
"1","11",120,3,964080
"2","16",200,1,800000
"2","16",103,2,300000
"2","16",525,1,640000
"1","16",72,3,405000
"2","16",225,3,850000
"2","16",245,3,480000
"2","16",245,3,480000
"1","16",89,2,799000
"1","16",100,1,490000
"1","16",148,2,630000
"2","16",135,3,695000
"1","16",132,2,879800
"2","16",57,1,359000
"1","16",78,2,310000
"2","16",63,1,320000
"4","16",30,1,500000
"1","16",47,1,245000
"1","16",191,1,1600000
"1","16",48,2,310000
"1","16",68,1,530000
"1","16",47,1,500000
"1","16",193,1,1900000
"1","16",35,1,452710
"1","16",279,2,2250000
"1","16",163,1,1750000
"1","13",70,1,650000
"2","16",302,4,780000
"2","16",295,2,980000
"2","16",170,2,380000
"2","16",377,4,1780000
"1","16",80,1,250000
"2","16",247,2,850000
"2","16",200,2,950000
"2","16",212,2,280000
"2","8",220,1,149000
"2","8",50,1,180000
"1","16",91,1,470000
"1","16",145,3,750000
"1","16",126,2,585000
"2","16",74,1,200000
"1","16",90,1,400000
"2","16",90,3,500000
"1","8",45,4,199000
"2","8",80,2,530000
"1","11",95,1,548000
"1","16",46,1,260000
"2","16",250,2,950000
"2","16",86,1,325000
"1","16",70,2,320000
"1","11",55,1,160000
"2","16",230,2,850000
"1","16",95,1,400000
"2","16",112,9,480000
"1","2",80,1,270000
"1","8",80,1,500000
"2","16",200,2,900000
"1","16",156,2,850000
"4","16",47,1,489649
"1","16",240,20,2000000
"1","16",208,4,2450000
"1","16",98,1,810000
"2","16",110,1,225000
"2","16",290,3,750000
"2","16",68,2,295000
"2","16",167,2,745000
"2","16",211,3,750000
"3","16",150,3,350000
"1","16",52,1,160000
"2","16",62,1,217000
"1","16",115,1,1250000
"2","16",246,2,410000
"2","16",142,2,895000
"1","14",111,2,350000
"2","8",300,4,1200000
"2","16",60,1,170000
"2","16",85,1,210000
"2","16",208,2,250000
"2","16",130,2,480000
"2","9",200,2,260000
"1","23",52,1,289900
"1","16",98,2,610000
"1","16",200,2,1100000
"1","16",106,1,900000
"1","16",78,1,620000
"2","16",120,2,700000
"1","16",128,3,530000
"1","16",80,12,457000
"2","16",85,1,297000
"1","16",57,1,320000
"1","8",69,1,280000
"1","2",85,10,380000
"2","16",173,3,775000
"2","16",180,1,350000
"2","16",100,2,215000
"2","16",85,2,190000
"2","8",62,1,170000
"1","16",54,1,156000
"2","16",251,2,870000
"2","16",200,1,780000
"1","16",0,3,460000
"1","16",51,1,250000
"2","16",90,1,320000
"1","16",62,2,270000
"1","16",65,2,350000
"1","16",46,1,230000
"1","8",179,2,510000
"1","14",80,1,430000
"1","14",107,2,720000
"1","16",84,2,395000
"2","16",92,1,180000
"2","16",160,2,480000
"1","16",77,2,360000
"2","2",184,3,790000
"2","13",70,1,240000
"1","16",57,1,170000
"2","8",100,2,410000
"1","8",100,1,550000
"4","11",34,1,224000
"2","16",110,1,650000
"1","16",97,1,950000
"1","16",190,2,995000
"1","16",35,1,450000
"1","16",152,1,1690000
"1","16",51,2,215000
"1","16",249,3,1320000
"1","16",75,2,530000
"1","16",273,12,5500000
"1","16",148,3,860000
"1","16",52,1,310000
"2","8",290,2,1300000
"2","16",133,1,400000
"1","16",70,1,420000
"1","16",130,1,530000
"1","2",143,1,830000
"1","16",92,1,550000
"2","16",190,2,580000
"1","2",72,2,380000
"2","13",85,1,275000
"1","16",63,1,230000
"1","16",64,1,300000
"1","16",170,3,1400000
"2","16",160,2,830000
"1","16",46,1,180000
"2","16",100,1,320000
"2","16",70,2,300000
"2","16",660,3,2200000
"2","16",64,1,170000
"2","16",165,1,570000
"1","16",86,2,435000
"2","16",223,3,1100000
"2","16",172,1,790000
"2","16",880,4,3300000
"2","16",290,2,1700000
"2","16",132,1,570000
"2","16",396,1,1200000
"2","16",110,2,490000
"1","3",203,2,295000
"2","11",139,3,450000
"2","16",400,3,3000000
"3","15",260,4,800000
"1","16",55,2,251000
"2","16",114,1,280000
"1","15",90,3,544000
"1","9",72,1,420000
"1","16",51,1,230000
"1","16",126,1,370000
"1","16",60,1,390000
"1","16",80,1,730000
"1","16",128,2,1400000
"1","16",50,1,305000
"1","16",60,1,328000
"1","16",110,1,855000
"2","16",120,1,545000
"1","16",75,1,445000
"1","16",92,2,660000
"1","16",72,1,750000
"2","16",65,1,284000
"1","16",65,2,405000
"2","16",255,2,2650000
"1","16",120,2,480000
"1","16",60,1,297000
"2","8",520,2,1300000
"2","16",69,1,230000
"1","16",77,1,999000
"1","16",256,1,890000
"1","16",46,2,245000
"2","16",68,1,560000
"1","8",95,2,380000
"2","16",260,3,690000
"1","16",70,2,245000
"1","16",92,1,400000
"2","16",100,1,500000
"1","8",170,3,450000
"1","8",85,2,420000
"2","16",190,2,477000
"1","16",68,2,266000
"1","16",227,4,1700000
"1","16",72,2,530000
"2","16",62,1,289000
"1","16",65,1,470000
"1","16",82,2,400000
"1","16",240,2,2050000
"1","16",155,2,1170000
"2","16",251,4,600000
"1","16",60,1,310000
"1","16",50,1,320000
"1","16",260,2,2750000
"1","16",190,1,1690000
"3","16",135,3,750000
"2","16",240,2,890000
"1","15",63,2,260000
"1","16",864,4,4060000
"2","8",360,1,280000
"2","16",130,2,295000
"2","16",275,1,940000
"1","8",85,1,968000
"2","16",230,1,735000
"1","16",149,2,495000
"1","16",140,4,650000
"1","16",90,2,400000
"3","16",70,2,240000
"1","16",88,2,290000
"2","16",184,2,350000
"2","16",220,1,1050000
"1","16",1,1,192000
"1","13",64,1,320100
